qid,docno,label,iteration
q0123805,doc012301310365,0,0
q0123805,doc012304816815,2,0
q0123805,doc012307703830,1,0
q0123805,doc012303115394,0,0
q0123805,doc012309508165,0,0
q0123805,doc012307102434,0,0
q0123805,doc012305205106,1,0
q0123805,doc012312602366,1,0
q0123805,doc012309211587,0,0
q0123805,doc012303512545,1,0
q0123805,doc012305205572,0,0
q0123805,doc012303908465,0,0
q0123805,doc012309506442,0,0
q0123805,doc012312300386,0,0
q0123805,doc012311313991,0,0
q0123805,doc012309508304,0,0
q0123805,doc012311208151,0,0
q0123805,doc012311305588,0,0
q0123805,doc012300503573,0,0
q0123805,doc012300709918,0,0
q0123805,doc012301103810,0,0
q0123805,doc012311313775,0,0
q0123805,doc012310507994,0,0
q0123805,doc012308900581,1,0
q0123805,doc012303014121,0,0
q0123805,doc012303115613,0,0
q0123805,doc012303612112,0,0
q0123805,doc012311909328,0,0
q0123805,doc012303101007,0,0
q0123805,doc012311313306,0,0
q0123805,doc012311714182,0,0
q0123836,doc012307102232,0,0
q0123836,doc012312006050,0,0
q0123836,doc012302005455,0,0
q0123836,doc012311802744,0,0
q0123836,doc012303014306,1,0
q0123836,doc012303014420,0,0
q0123836,doc012301119163,0,0
q0123836,doc012301119094,0,0
q0123836,doc012311714387,0,0
q0123836,doc012306404820,0,0
q0123836,doc012312602386,0,0
q0123836,doc012311108501,1,0
q0123836,doc012303908395,1,0
q0123836,doc012305714646,0,0
q0123836,doc012310401734,2,0
q0123836,doc012310507318,0,0
q0123836,doc012309506380,0,0
q0123836,doc012302414129,0,0
q0123836,doc012300111105,1,0
q0123836,doc012303707027,0,0
q0123836,doc012312210178,0,0
q0123836,doc012310508392,0,0
q0123836,doc012306604256,0,0
q0123836,doc012311305674,1,0
q0123836,doc012309210917,0,0
q0123836,doc012308601613,0,0
q0123854,doc012300503017,0,0
q0123854,doc012312006718,1,0
q0123854,doc012311305852,0,0
q0123854,doc012312006661,2,0
q0123854,doc012302005425,0,0
q0123854,doc012309506169,1,0
q0123854,doc012304211385,0,0
q0123854,doc012303115552,1,0
q0123854,doc012306600824,0,0
q0123854,doc012304200033,0,0
q0123854,doc012311608229,0,0
q0123854,doc012306404705,1,0
q0123854,doc012311713809,1,0
q0123854,doc012307813893,0,0
q0123855,doc012312210174,1,0
q0123855,doc012309508338,0,0
q0123855,doc012303907921,1,0
q0123855,doc012307806549,1,0
q0123855,doc012310507540,1,0
q0123855,doc012307102375,1,0
q0123855,doc012304817068,1,0
q0123863,doc012311802731,2,0
q0123863,doc012300401612,2,0
q0123863,doc012310507086,2,0
q0123863,doc012311802973,0,0
q0123863,doc012304304157,0,0
q0123863,doc012308900017,0,0
q0123863,doc012307814199,2,0
q0123863,doc012301119151,2,0
q0123863,doc012304816660,2,0
q0123863,doc012311713951,1,0
q0123863,doc012311208163,1,0
q0123863,doc012300710411,0,0
q0123863,doc012303101409,0,0
q0123863,doc012300909798,0,0
q0123863,doc012311802633,0,0
q0123863,doc012302106118,2,0
q01231174,doc012304102490,1,0
q01231174,doc012300910756,2,0
q01231174,doc012311107951,0,0
q01231174,doc012308602462,0,0
q01231174,doc012309013676,1,0
q01231174,doc012304102282,1,0
q01231174,doc012307704231,1,0
q01231174,doc012305204390,0,0
q01231174,doc012301918676,0,0
q01231174,doc012307703927,1,0
q01231174,doc012306407309,0,0
q01231174,doc012302005431,0,0
q01231174,doc012308900807,1,0
q01231206,doc012304304248,2,0
q01231206,doc012306406841,1,0
q01231206,doc012307102091,1,0
q01231206,doc012305915666,1,0
q01231206,doc012305205332,2,0
q01231206,doc012312700895,1,0
q01231206,doc012300710428,0,0
q01231281,doc012306406870,1,0
q01231281,doc012304200344,0,0
q01231281,doc012300503144,1,0
q01231281,doc012304101776,1,0
q01231281,doc012303101684,1,0
q01231281,doc012309013278,1,0
q01231281,doc012303907836,1,0
q01231281,doc012304200048,0,0
q01231281,doc012303512515,0,0
q01231375,doc012301310443,0,0
q01231375,doc012303512828,0,0
q01231375,doc012304816644,1,0
q01231375,doc012312005850,0,0
q01231375,doc012308214195,0,0
q01231375,doc012301119027,1,0
q01231375,doc012311208288,2,0
q01231375,doc012312405291,1,0
q01231375,doc012303115330,0,0
q01231375,doc012304304473,1,0
q01231375,doc012304200338,2,0
q01231375,doc012306407274,1,0
q01231375,doc012304210773,0,0
q01231375,doc012305002871,0,0
q01231375,doc012304816640,0,0
q01231375,doc012300503188,0,0
q01231511,doc012308900646,0,0
q01231511,doc012300910052,2,0
q01231511,doc012303907784,1,0
q01231511,doc012311714288,1,0
q01231511,doc012303612447,1,0
q01231511,doc012308900420,1,0
q01231511,doc012309013628,1,0
q01231558,doc012303908099,1,0
q01231558,doc012310506998,0,0
q01231558,doc012306604529,0,0
q01231558,doc012300603517,0,0
q01231558,doc012300910648,0,0
q01231558,doc012304210628,0,0
q01231558,doc012305204647,0,0
q01231558,doc012311313682,0,0
q01231558,doc012312405697,1,0
q01231558,doc012311608249,0,0
q01231558,doc012311802174,0,0
q01231558,doc012302714535,1,0
q01231558,doc012311608152,1,0
q01231558,doc012306604256,2,0
q01231558,doc012307102096,0,0
q01231558,doc012304313900,0,0
q01231558,doc012305714965,1,0
q01231558,doc012308900723,0,0
q01231558,doc012311306206,0,0
q01231611,doc012300503818,0,0
q01231611,doc012310508841,2,0
q01231611,doc012302004824,0,0
q01231611,doc012306404739,1,0
q01231611,doc012309505761,2,0
q01231611,doc012303908190,1,0
q01231611,doc012306404809,2,0
q01231611,doc012304406175,2,0
q01231611,doc012309102743,1,0
q01231611,doc012310509157,0,0
q01231611,doc012301119309,0,0
q01231611,doc012311714387,0,0
q01231611,doc012301309543,1,0
q01231611,doc012300909829,0,0
q01231611,doc012302005312,0,0
q01231611,doc012301118953,0,0
q01231611,doc012308602435,1,0
q01231611,doc012310508244,1,0
q01231611,doc012311313290,1,0
q01231611,doc012307806188,1,0
q01231611,doc012304210756,0,0
q01231718,doc012303115192,1,0
q01231718,doc012306604765,1,0
q01231718,doc012302114115,0,0
q01231718,doc012300218868,2,0
q01231718,doc012300401980,0,0
q01231718,doc012304102619,2,0
q01231718,doc012304304155,2,0
q01231718,doc012301103060,0,0
q01231718,doc012304304773,0,0
q01231718,doc012305205534,2,0
q01231739,doc012312210475,0,0
q01231739,doc012311714387,0,0
q01231739,doc012303014496,1,0
q01231739,doc012311908757,1,0
q01231739,doc012303706806,2,0
q01231739,doc012312602310,0,0
q01231739,doc012312404787,0,0
q01231739,doc012301119113,0,0
q01231739,doc012308602372,1,0
q01231739,doc012308900672,0,0
q01231739,doc012311208951,1,0
q01231739,doc012306604899,0,0
q01231739,doc012300909972,1,0
q01231744,doc012309013919,1,0
q01231744,doc012306404936,2,0
q01231744,doc012302114652,1,0
q01231744,doc012305003355,0,0
q01231744,doc012304816714,0,0
q01231744,doc012302005191,1,0
q01231744,doc012300710045,2,0
q01231744,doc012311608127,0,0
q01231744,doc012304211227,1,0
q01231789,doc012304405798,0,0
q01231789,doc012303014208,0,0
q01231789,doc012311108573,0,0
q01231789,doc012309211192,0,0
q01231789,doc012307102617,0,0
q01231789,doc012309505770,0,0
q01231789,doc012300603069,0,0
q01231789,doc012309506139,1,0
q01231789,doc012304102532,1,0
q01231789,doc012304102698,1,0
q01231789,doc012311802963,0,0
q01231789,doc012302005494,1,0
q01231789,doc012312210408,0,0
q01231789,doc012302715305,0,0
q01231789,doc012309013995,0,0
q01231789,doc012302414468,2,0
q01231789,doc012308213989,1,0
q01231789,doc012310507299,0,0
q01231789,doc012305205663,0,0
q01231789,doc012301310418,0,0
q01231789,doc012309211207,0,0
q01231789,doc012303014619,0,0
q01231861,doc012307813792,2,0
q01231861,doc012302114361,0,0
q01231861,doc012311306157,2,0
q01231861,doc012306604516,2,0
q01231861,doc012311714387,0,0
q01231861,doc012311802397,2,0
q01231861,doc012305204255,0,0
q01231861,doc012303907745,1,0
q01231861,doc012312210475,0,0
q01231861,doc012303101336,0,0
q01231861,doc012303908001,1,0
q01231861,doc012310413640,0,0
q01231876,doc012302309216,0,0
q01231876,doc012311713798,1,0
q01231876,doc012307703877,0,0
q01231876,doc012310400979,0,0
q01231876,doc012306404905,0,0
q01231876,doc012304406122,1,0
q01231876,doc012310506943,0,0
q01231876,doc012303014838,0,0
q01231876,doc012303014627,0,0
q01231876,doc012308900740,0,0
q01231876,doc012300218797,2,0
q01231876,doc012310507834,0,0
q01231876,doc012303611960,0,0
q01231876,doc012305204524,2,0
q01231876,doc012310413205,1,0
q01231876,doc012307102548,0,0
q01231876,doc012308214113,2,0
q01231876,doc012312006257,1,0
q01231876,doc012301310529,1,0
q01231876,doc012302715111,0,0
q01231876,doc012307102650,0,0
q01231876,doc012310507774,0,0
q01231907,doc012312005841,1,0
q01231907,doc012305715397,1,0
q01231907,doc012304211188,1,0
q01231907,doc012310509335,0,0
q01231907,doc012303114820,1,0
q01231907,doc012311608632,2,0
q01231907,doc012307101662,1,0
q01231907,doc012304816972,1,0
q01231907,doc012311714387,0,0
q01231907,doc012300218704,1,0
q01231907,doc012312601604,1,0
q01231907,doc012301309875,0,0
q01231907,doc012305714622,2,0
q01231968,doc012303612588,2,0
q01231968,doc012310509496,1,0
q01231968,doc012303612792,1,0
q01231968,doc012304405876,0,0
q01231968,doc012310413223,1,0
q01231968,doc012304313313,0,0
q01231968,doc012310508826,2,0
q01231968,doc012305715558,2,0
q01231968,doc012311713819,0,0
q01231968,doc012306604344,0,0
q01231968,doc012312405267,2,0
q01231975,doc012304210731,1,0
q01231975,doc012302413907,1,0
q01231975,doc012307704247,1,0
q01231975,doc012303101307,2,0
q01231975,doc012312701730,0,0
q01231975,doc012300503076,0,0
q01231975,doc012305002729,0,0
q01231975,doc012306406685,0,0
q01231975,doc012302004791,1,0
q01231975,doc012311314045,0,0
q01231975,doc012303908037,0,0
q01231975,doc012310508268,2,0
q01231975,doc012303115444,0,0
q01231975,doc012311608408,2,0
q01231975,doc012304817067,0,0
q01232109,doc012304915490,2,0
q01232109,doc012301118625,1,0
q01232109,doc012300710600,0,0
q01232109,doc012312300962,0,0
q01232109,doc012312006053,0,0
q01232109,doc012309014002,1,0
q01232109,doc012310413480,1,0
q01232109,doc012305205175,1,0
q01232109,doc012309505826,0,0
q01232109,doc012312210749,0,0
q01232109,doc012311305707,1,0
q01232109,doc012310401177,0,0
q01232109,doc012312701124,2,0
q01232109,doc012303707328,0,0
q01232109,doc012302414427,1,0
q01232109,doc012306405430,0,0
q01238589934616,doc012304816600,1,0
q01238589934616,doc012302714516,2,0
q01238589934616,doc012305002994,0,0
q01238589934616,doc012303512785,0,0
q01238589934616,doc012312701210,0,0
q01238589934616,doc012305715273,1,0
q01238589934616,doc012300503373,1,0
q01238589934616,doc012303612605,2,0
q01238589934616,doc012304816618,2,0
q01238589934750,doc012300910100,1,0
q01238589934750,doc012307704097,2,0
q01238589934750,doc012300909769,0,0
q01238589934750,doc012310413653,0,0
q01238589934750,doc012304817319,0,0
q01238589934750,doc012303907970,0,0
q01238589934750,doc012306604958,1,0
q01238589934750,doc012311305833,0,0
q01238589934750,doc012307806408,2,0
q01238589934750,doc012312210030,0,0
q01238589934750,doc012311714403,2,0
q01238589934750,doc012312405469,0,0
q01238589934750,doc012307704340,1,0
q01238589934750,doc012311208512,0,0
q01238589934776,doc012307704241,0,0
q01238589934776,doc012306600640,1,0
q01238589934776,doc012306600660,0,0
q01238589934776,doc012302114257,0,0
q01238589934776,doc012310413271,0,0
q01238589934776,doc012300401980,1,0
q01238589934776,doc012304101888,0,0
q01238589934776,doc012310508687,0,0
q01238589934776,doc012307101823,2,0
q01238589934776,doc012305204606,2,0
q01238589934776,doc012304304773,1,0
q01238589934776,doc012311714365,1,0
q01238589934776,doc012309211294,1,0
q01238589934776,doc012307704139,0,0
q01238589934811,doc012309102759,2,0
q01238589934811,doc012303114934,1,0
q01238589934811,doc012309013473,1,0
q01238589934811,doc012311108104,2,0
q01238589934811,doc012312404970,1,0
q01238589934811,doc012311108528,2,0
q01238589934811,doc012311108527,0,0
q01238589934950,doc012304101757,0,0
q01238589934950,doc012307806615,0,0
q01238589934950,doc012308900125,0,0
q01238589934950,doc012304817072,1,0
q01238589934950,doc012310413696,0,0
q01238589934950,doc012304304500,1,0
q01238589934950,doc012311107849,0,0
q01238589934950,doc012312006313,0,0
q01238589934950,doc012308601845,0,0
q01238589934950,doc012312602225,1,0
q01238589934950,doc012302301082,0,0
q01238589934950,doc012303014371,0,0
q01238589934950,doc012311108770,2,0
q01238589934950,doc012311314109,0,0
q01238589934950,doc012311208968,0,0
q01238589934950,doc012305003415,0,0
q01238589934950,doc012311608244,0,0
q01238589934950,doc012308214027,0,0
q01238589934950,doc012308900108,0,0
q01238589934950,doc012309211333,0,0
q01238589934950,doc012308900199,1,0
q01238589934950,doc012312405378,0,0
q01238589934950,doc012311802813,0,0
q01238589934950,doc012300502960,1,0
q01238589934950,doc012310508383,0,0
q01238589934950,doc012306601520,0,0
q01238589934950,doc012302005295,2,0
q01238589934950,doc012308602410,0,0
q01238589934950,doc012306406782,0,0
q01238589934950,doc012309506167,0,0
q01238589934950,doc012303612382,0,0
q01238589935126,doc012307703698,0,0
q01238589935126,doc012307704113,1,0
q01238589935126,doc012311208091,0,0
q01238589935126,doc012312005853,0,0
q01238589935126,doc012300401667,0,0
q01238589935126,doc012301309908,0,0
q01238589935126,doc012303513141,0,0
q01238589935126,doc012303114747,1,0
q01238589935126,doc012304200936,0,0
q01238589935126,doc012309505803,0,0
q01238589935126,doc012300503715,1,0
q01238589935126,doc012304304472,1,0
q01238589935126,doc012312405593,2,0
q01238589935126,doc012302714392,0,0
q01238589935126,doc012302714915,0,0
q01238589935126,doc012304211394,0,0
q01238589935126,doc012302714888,0,0
q01238589935126,doc012304915164,0,0
q01238589935126,doc012312210656,1,0
q01238589935126,doc012311108658,0,0
q01238589935126,doc012305714764,0,0
q01238589935205,doc012312404877,1,0
q01238589935205,doc012300710154,1,0
q01238589935205,doc012309507771,1,0
q01238589935205,doc012301310326,0,0
q01238589935205,doc012304816532,1,0
q01238589935205,doc012302114051,0,0
q01238589935205,doc012303513015,1,0
q01238589935205,doc012303114815,1,0
q01238589935284,doc012302414034,1,0
q01238589935284,doc012311908945,1,0
q01238589935284,doc012304405889,0,0
q01238589935284,doc012301310279,0,0
q01238589935284,doc012310401710,0,0
q01238589935284,doc012305714710,1,0
q01238589935284,doc012305714889,0,0
q01238589935284,doc012304313613,1,0
q01238589935284,doc012306601551,1,0
q01238589935284,doc012303908514,2,0
q01238589935360,doc012301103379,0,0
q01238589935360,doc012305205314,2,0
q01238589935360,doc012307806694,1,0
q01238589935360,doc012301103452,1,0
q01238589935360,doc012312405162,2,0
q01238589935360,doc012307813408,1,0
q01238589935360,doc012300218292,0,0
q01238589935360,doc012309507615,0,0
q01238589935360,doc012300503008,1,0
q01238589935360,doc012302714427,0,0
q01238589935360,doc012311108305,0,0
q01238589935397,doc012306604198,1,0
q01238589935397,doc012302714842,0,0
q01238589935397,doc012310507288,0,0
q01238589935397,doc012306404643,2,0
q01238589935397,doc012300909939,1,0
q01238589935397,doc012312701251,0,0
q01238589935397,doc012310413833,1,0
q01238589935397,doc012302004653,0,0
q01238589935397,doc012306405366,1,0
q01238589935397,doc012302114188,0,0
q01238589935397,doc012311909399,0,0
q01238589935397,doc012300603373,2,0
q01238589935404,doc012309508017,0,0
q01238589935404,doc012302714407,2,0
q01238589935404,doc012309103592,2,0
q01238589935404,doc012306600824,1,0
q01238589935404,doc012300401837,1,0
q01238589935404,doc012312005786,0,0
q01238589935404,doc012312005798,1,0
q01238589935404,doc012310413275,2,0
q01238589935404,doc012304915411,0,0
q01238589935404,doc012311909075,2,0
q01238589935404,doc012308601863,0,0
q01238589935404,doc012305205797,2,0
q01238589935404,doc012306405220,1,0
q01238589935404,doc012307806718,0,0
q01238589935404,doc012300218421,1,0
q01238589935404,doc012303908493,1,0
q01238589935404,doc012311107909,0,0
q01238589935404,doc012303014621,0,0
q01238589935404,doc012311608745,1,0
q01238589935404,doc012311608261,0,0
q01238589935404,doc012303014563,1,0
q01238589935404,doc012303114839,2,0
q01238589935404,doc012305204518,1,0
q01238589935404,doc012307102023,2,0
q01238589935404,doc012306604241,0,0
q01238589935404,doc012303014682,1,0
q01238589935410,doc012310509647,2,0
q01238589935410,doc012300218132,0,0
q01238589935410,doc012304313457,1,0
q01238589935410,doc012312601733,0,0
q01238589935410,doc012304816583,0,0
q01238589935410,doc012309507588,1,0
q01238589935410,doc012302114749,0,0
q01238589935410,doc012303513325,0,0
q01238589935410,doc012307814339,0,0
q01238589935410,doc012300603479,1,0
q01238589935410,doc012304915630,2,0
q01238589935410,doc012304406169,0,0
q01238589935410,doc012312602034,0,0
q01238589935410,doc012306604739,0,0
q01238589935410,doc012303611861,0,0
q01238589935410,doc012309210895,2,0
q01238589935410,doc012311313735,0,0
q01238589935445,doc012306604639,0,0
q01238589935445,doc012303612423,2,0
q01238589935445,doc012312700914,0,0
q01238589935445,doc012311713819,1,0
q01238589935445,doc012301103823,2,0
q01238589935445,doc012312700953,2,0
q01238589935445,doc012307102174,2,0
q01238589935445,doc012301103025,0,0
q01238589935445,doc012305915445,0,0
q01238589935445,doc012310401936,0,0
q01238589935445,doc012305204369,1,0
q01238589935445,doc012311908733,2,0
q01238589935445,doc012302105942,0,0
q01238589935445,doc012306604880,2,0
q01238589935482,doc012305715476,0,0
q01238589935482,doc012310413321,2,0
q01238589935482,doc012310507840,2,0
q01238589935482,doc012304211339,0,0
q01238589935482,doc012311802466,0,0
q01238589935482,doc012304200968,1,0
q01238589935482,doc012311305846,1,0
q01238589935482,doc012300401837,0,0
q01238589935482,doc012308214116,0,0
q01238589935482,doc012311714275,1,0
q01238589935482,doc012307806029,1,0
q01238589935482,doc012304210871,0,0
q01238589935482,doc012303907808,0,0
q01238589935668,doc012303611938,1,0
q01238589935668,doc012311305420,1,0
q01238589935668,doc012301103133,0,0
q01238589935668,doc012312701795,2,0
q01238589935668,doc012311305559,1,0
q01238589935668,doc012306601180,0,0
q01238589935668,doc012312006037,2,0
q01238589935668,doc012303612775,1,0
q01238589935668,doc012302714776,0,0
q01238589935668,doc012311608791,0,0
q01238589935714,doc012304313988,1,0
q01238589935714,doc012307806306,1,0
q01238589935714,doc012301118636,1,0
q01238589935714,doc012304405784,0,0
q01238589935714,doc012307704444,0,0
q01238589935714,doc012307806318,0,0
q01238589935714,doc012312300740,0,0
q01238589935714,doc012311305499,1,0
q01238589935714,doc012305715080,0,0
q01238589935714,doc012305002812,1,0
q01238589935714,doc012312300962,2,0
q01238589935714,doc012311802503,0,0
q01238589935833,doc012305915279,1,0
q01238589935833,doc012300503721,0,0
q01238589935833,doc012301309900,0,0
q01238589935833,doc012312405728,1,0
q01238589935833,doc012309014137,0,0
q01238589935833,doc012308900033,0,0
q01238589935833,doc012307813909,0,0
q01238589935833,doc012307813816,0,0
q01238589935833,doc012309508376,0,0
q01238589935833,doc012304304242,0,0
q01238589935833,doc012307101669,0,0
q01238589935833,doc012307806743,0,0
q01238589935833,doc012300401617,1,0
q01238589935833,doc012308601534,0,0
q01238589935833,doc012311714054,0,0
q01238589935833,doc012305205906,0,0
q01238589935833,doc012311108389,0,0
q01238589935833,doc012304102432,1,0
q01238589935833,doc012311209039,0,0
q01238589935833,doc012308213695,0,0
q01238589935833,doc012307806393,0,0
q01238589935833,doc012308900981,0,0
q01238589935833,doc012311608238,0,0
q01238589935833,doc012306404613,0,0
q01238589935833,doc012312602152,0,0
q01238589935833,doc012304210990,0,0
q01238589935833,doc012305915565,1,0
q01238589935833,doc012307813786,2,0
q01238589935975,doc012305204681,2,0
q01238589935975,doc012311802310,0,0
q01238589935975,doc012312404937,0,0
q01238589935975,doc012311108018,0,0
q01238589935975,doc012309507728,2,0
q01238589935975,doc012311713617,0,0
q01238589935975,doc012312602222,1,0
q01238589935975,doc012309102739,1,0
q01238589935975,doc012311108086,1,0
q01238589935975,doc012310508546,0,0
q01238589935975,doc012301119364,0,0
q01238589935975,doc012308214338,0,0
q01238589935975,doc012312701199,1,0
q01238589935975,doc012303014022,0,0
q01238589936142,doc012305714892,1,0
q01238589936142,doc012305205871,0,0
q01238589936142,doc012306407167,0,0
q01238589936142,doc012301118601,0,0
q01238589936142,doc012303907855,2,0
q01238589936142,doc012302106691,0,0
q01238589936142,doc012310508880,0,0
q01238589936142,doc012300603801,1,0
q01238589936142,doc012301103090,0,0
q01238589936142,doc012303101042,0,0
q01238589936142,doc012308900854,0,0
q01238589936142,doc012308601813,0,0
q01238589936142,doc012312300298,0,0
q01238589936142,doc012303512604,1,0
q01238589936142,doc012307806273,0,0
q01238589936142,doc012311714387,0,0
q01238589936142,doc012300503104,0,0
q01238589936142,doc012309013945,0,0
q01238589936142,doc012305204313,1,0
q01238589936142,doc012310506834,0,0
q01238589936142,doc012310509205,0,0
q01238589936142,doc012306600789,1,0
q01238589936142,doc012304102020,0,0
q01238589936142,doc012312700945,0,0
q01238589936142,doc012303513189,0,0
q01238589936142,doc012301118824,0,0
q01238589936152,doc012312404787,1,0
q01238589936152,doc012312602310,1,0
q01238589936152,doc012306604899,0,0
q01238589936152,doc012306604820,2,0
q01238589936152,doc012303706806,2,0
q01238589936152,doc012307813967,2,0
q01238589936152,doc012301103164,2,0
q01238589936152,doc012312210475,0,0
q01238589936152,doc012300909972,1,0
q01238589936152,doc012308602372,1,0
q01238589936152,doc012303014496,0,0
q01238589936152,doc012311208951,0,0
q01238589936152,doc012305003392,2,0
q01238589936152,doc012311908757,1,0
q01238589936152,doc012308900672,0,0
q01238589936152,doc012311714387,0,0
q01238589936152,doc012301119113,1,0
q01238589936154,doc012311802536,0,0
q01238589936154,doc012307806238,0,0
q01238589936154,doc012302004879,0,0
q01238589936154,doc012309211579,1,0
q01238589936154,doc012310413264,0,0
q01238589936154,doc012303114698,1,0
q01238589936154,doc012308900613,0,0
q01238589936154,doc012305002794,0,0
q01238589936154,doc012305205832,0,0
q01238589936154,doc012307806381,0,0
q01238589936154,doc012308601518,0,0
q01238589936154,doc012310507986,0,0
q01238589936154,doc012302414516,0,0
q01238589936154,doc012312701064,0,0
q01238589936154,doc012302114522,1,0
q01238589936154,doc012310413260,0,0
q01238589936154,doc012310413880,0,0
q01238589936154,doc012306604530,0,0
q01238589936154,doc012305205570,0,0
q01238589936154,doc012311802706,0,0
q01238589936154,doc012311802555,0,0
q01238589936154,doc012304200128,1,0
q01238589936154,doc012302414216,0,0
q01238589936154,doc012304405830,0,0
q01238589936154,doc012302308960,1,0
q01238589936154,doc012311107989,0,0
q01238589936154,doc012306406525,2,0
q01238589936154,doc012311313718,0,0
q01238589936154,doc012301103760,0,0
q01238589936154,doc012306406473,0,0
q01238589936154,doc012303612824,0,0
q01238589936154,doc012302105862,0,0
q01238589936154,doc012301103885,1,0
q01238589936154,doc012304915912,1,0
q01238589936154,doc012302114709,0,0
q01238589936154,doc012311909148,0,0
q01238589936154,doc012300503854,0,0
q01238589936154,doc012303115620,0,0
q01238589936154,doc012310507859,0,0
q01238589936154,doc012310507038,0,0
q01238589936154,doc012308601759,0,0
q01238589936154,doc012311108413,0,0
q01238589936259,doc012301118537,1,0
q01238589936259,doc012304405711,1,0
q01238589936259,doc012304406220,0,0
q01238589936259,doc012305914838,1,0
q01238589936259,doc012304406501,0,0
q01238589936259,doc012312700854,2,0
q01238589936259,doc012304817403,2,0
q01238589936259,doc012300603586,0,0
q01238589936259,doc012307703981,0,0
q01238589936259,doc012305915314,2,0
q01238589936259,doc012306600724,0,0
q01238589936259,doc012300800010,0,0
q01238589936264,doc012307102592,1,0
q01238589936264,doc012311313893,0,0
q01238589936264,doc012303907797,0,0
q01238589936264,doc012309507552,2,0
q01238589936264,doc012303101270,0,0
q01238589936264,doc012311314087,1,0
q01238589936264,doc012309211040,1,0
q01238589936264,doc012304304794,0,0
q01238589936264,doc012307704173,2,0
q01238589936264,doc012300217874,1,0
q01238589936264,doc012306406515,2,0
q01238589936264,doc012307813727,2,0
q01238589936268,doc012303014555,1,0
q01238589936268,doc012306604547,1,0
q01238589936268,doc012304313968,1,0
q01238589936268,doc012305002826,2,0
q01238589936268,doc012310413292,1,0
q01238589936268,doc012310413395,1,0
q01238589936274,doc012306406870,0,0
q01238589936274,doc012300503144,0,0
q01238589936274,doc012309210833,2,0
q01238589936274,doc012303512515,0,0
q01238589936274,doc012303101684,1,0
q01238589936274,doc012304101776,0,0
q01238589936274,doc012303512790,2,0
