qid,docno,label,iteration
q0622226,doc062200206741,0,0
q0622226,doc062200117019,0,0
q0622226,doc062200113008,0,0
q0622226,doc062200204106,0,0
q0622226,doc062200204830,0,0
q0622226,doc062200108058,2,0
q0622226,doc062200110187,0,0
q0622226,doc062200114081,0,0
q0622226,doc062200207205,0,0
q0622226,doc062200105774,0,0
q0622232,doc062200204664,0,0
q0622232,doc062200109371,0,0
q0622232,doc062200206438,0,0
q0622232,doc062200108726,1,0
q0622232,doc062200210599,0,0
q0622232,doc062200110019,1,0
q0622232,doc062200205258,0,0
q0622232,doc062200116131,1,0
q0622232,doc062200103568,0,0
q0622232,doc062200109438,1,0
q0622232,doc062200209062,0,0
q0622232,doc062200104326,0,0
q0622311,doc062200105335,0,0
q0622311,doc062200200062,1,0
q0622311,doc062200104116,0,0
q0622311,doc062200105213,0,0
q0622311,doc062200200286,1,0
q0622311,doc062200209780,0,0
q0622311,doc062200115016,1,0
q0622311,doc062200210641,2,0
q0622311,doc062200115892,1,0
q0622358,doc062200211684,1,0
q0622358,doc062200202506,0,0
q0622358,doc062200206759,0,0
q0622358,doc062200102274,0,0
q0622358,doc062200101986,0,0
q0622396,doc062200112803,0,0
q0622396,doc062200110458,0,0
q0622396,doc062200109811,0,0
q0622396,doc062200200078,2,0
q0622396,doc062200102936,0,0
q0622396,doc062200111946,0,0
q0622396,doc062200101815,0,0
q0622396,doc062200106240,0,0
q0622396,doc062200115685,0,0
q0622396,doc062200107661,0,0
q0622396,doc062200207741,0,0
q0622396,doc062200207606,0,0
q0622396,doc062200104350,0,0
q0622399,doc062200201304,0,0
q0622399,doc062200107899,0,0
q0622399,doc062200209842,1,0
q0622399,doc062200107813,0,0
q0622399,doc062200210701,0,0
q0622399,doc062200103156,0,0
q0622399,doc062200103530,1,0
q0622399,doc062200105046,2,0
q0622399,doc062200210615,1,0
q0622399,doc062200104364,1,0
q0622419,doc062200109693,0,0
q0622419,doc062200205548,1,0
q0622419,doc062200108031,1,0
q0622419,doc062200206101,0,0
q0622419,doc062200205127,1,0
q0622419,doc062200103275,0,0
q0622419,doc062200104144,0,0
q0622419,doc062200109976,1,0
q0622419,doc062200209371,0,0
q0622419,doc062200112807,2,0
q062219498,doc062200104626,0,0
q062219498,doc062200204153,0,0
q062219498,doc062200117022,0,0
q062219498,doc062200101530,0,0
q062219498,doc062200104964,2,0
q062219498,doc062200106374,0,0
q062219498,doc062200107583,0,0
q0622431,doc062200106934,1,0
q0622431,doc062200200353,0,0
q0622431,doc062200107112,0,0
q0622431,doc062200211170,0,0
q0622431,doc062200110963,0,0
q0622431,doc062200110728,0,0
q0622431,doc062200112389,0,0
q0622431,doc062200102493,0,0
q0622431,doc062200116568,0,0
q0622431,doc062200107394,0,0
q0622431,doc062200200474,2,0
q0622431,doc062200101645,0,0
q0622431,doc062200106898,0,0
q0622431,doc062200207733,0,0
q0622431,doc062200104535,0,0
q0622431,doc062200100955,0,0
q0622431,doc062200103268,0,0
q0622431,doc062200115654,1,0
q0622431,doc062200109298,1,0
q0622431,doc062200103065,1,0
q062222660,doc062200205771,0,0
q062222660,doc062200108660,1,0
q062222660,doc062200100461,0,0
q0622462,doc062200107803,0,0
q0622462,doc062200208949,0,0
q0622462,doc062200106910,0,0
q0622462,doc062200116404,0,0
q0622462,doc062200202192,1,0
q0622462,doc062200100599,0,0
q0622462,doc062200111952,0,0
q0622462,doc062200200830,0,0
q0622462,doc062200200233,0,0
q0622462,doc062200106505,0,0
q0622462,doc062200107885,0,0
q0622462,doc062200208999,0,0
q0622462,doc062200103147,0,0
q0622462,doc062200207894,0,0
q0622462,doc062200201658,0,0
q0622462,doc062200113420,0,0
q0622462,doc062200201409,0,0
q0622462,doc062200110338,0,0
q0622462,doc062200105173,0,0
q0622462,doc062200202318,0,0
q062216451,doc062200202646,0,0
q062216451,doc062200202601,0,0
q06223687,doc062200102377,0,0
q06223687,doc062200206849,0,0
q06223687,doc062200113447,0,0
q06223687,doc062200206051,2,0
q06223687,doc062200201542,0,0
q06223687,doc062200211589,1,0
q06223687,doc062200201131,0,0
q06223687,doc062200101561,1,0
q06223687,doc062200103967,1,0
q06223687,doc062200202417,0,0
q0622723,doc062200106265,2,0
q0622723,doc062200111223,1,0
q0622723,doc062200113652,0,0
q0622723,doc062200200800,0,0
q0622723,doc062200114576,0,0
q0622723,doc062200116725,0,0
q0622723,doc062200107376,0,0
q0622723,doc062200205023,0,0
q0622723,doc062200200587,0,0
q0622723,doc062200107961,1,0
q0622723,doc062200105348,0,0
q0622723,doc062200112109,0,0
q0622724,doc062200200244,0,0
q0622724,doc062200111114,0,0
q0622724,doc062200113421,0,0
q0622724,doc062200103460,0,0
q0622724,doc062200111726,0,0
q0622724,doc062200116039,0,0
q0622724,doc062200107138,0,0
q0622724,doc062200114993,0,0
q0622724,doc062200200883,0,0
q0622724,doc062200210997,0,0
q0622771,doc062200110394,0,0
q0622771,doc062200109376,0,0
q0622771,doc062200207622,0,0
q0622771,doc062200206558,1,0
q0622771,doc062200209726,0,0
q0622771,doc062200111600,0,0
q0622771,doc062200107122,0,0
q0622771,doc062200203311,0,0
q0622771,doc062200108729,0,0
q0622771,doc062200115332,2,0
q0622771,doc062200207938,1,0
q0622771,doc062200201911,0,0
q062222982,doc062200107225,0,0
q062222982,doc062200211710,0,0
q062222982,doc062200111290,1,0
q062222982,doc062200106210,0,0
q062222982,doc062200203029,0,0
q062222982,doc062200115861,2,0
q062222982,doc062200102447,0,0
q0622818,doc062200205139,1,0
q0622818,doc062200106704,0,0
q0622818,doc062200200269,0,0
q0622818,doc062200202796,1,0
q0622818,doc062200203635,0,0
q0622818,doc062200107919,0,0
q0622818,doc062200200786,0,0
q0622818,doc062200208919,1,0
q0622818,doc062200110830,1,0
q0622818,doc062200103062,0,0
q0622821,doc062200101496,2,0
q0622821,doc062200104385,0,0
q0622821,doc062200204157,0,0
q0622821,doc062200202627,0,0
q0622821,doc062200113505,0,0
q0622821,doc062200203215,0,0
q0622821,doc062200209915,0,0
q0622821,doc062200114876,0,0
q0622821,doc062200206412,0,0
q0622821,doc062200113526,0,0
q0622821,doc062200207221,0,0
q0622845,doc062200107203,0,0
q0622845,doc062200108967,0,0
q0622845,doc062200107032,0,0
q0622845,doc062200116477,0,0
q0622845,doc062200111554,0,0
q0622845,doc062200204540,0,0
q0622845,doc062200110345,1,0
q0622845,doc062200113765,0,0
q0622845,doc062200200329,0,0
q0622845,doc062200109604,0,0
q0622845,doc062200111236,0,0
q0622845,doc062200210333,0,0
q0622845,doc062200109322,0,0
q0622845,doc062200102636,1,0
q0622845,doc062200104471,0,0
q0622845,doc062200211864,0,0
q0622845,doc062200114496,0,0
q0622845,doc062200209931,0,0
q0622845,doc062200206794,1,0
q0622845,doc062200104607,0,0
q0622845,doc062200102746,0,0
q0622845,doc062200116580,0,0
q0622845,doc062200203608,0,0
q0622845,doc062200109834,0,0
q0622845,doc062200103205,0,0
q0622845,doc062200111953,0,0
q0622845,doc062200100270,0,0
q0622845,doc062200102369,1,0
q0622957,doc062200202594,0,0
q0622957,doc062200203042,1,0
q0622957,doc062200206151,1,0
q0622957,doc062200108465,2,0
q0622957,doc062200100416,0,0
q0622957,doc062200107428,0,0
q0622957,doc062200101715,2,0
q0622957,doc062200113153,0,0
q0622957,doc062200112053,0,0
q0622957,doc062200106684,2,0
q0622957,doc062200110149,0,0
q0622957,doc062200101450,0,0
q0622957,doc062200202534,0,0
q06227300,doc062200209780,0,0
q06227300,doc062200207166,0,0
q06227300,doc062200105213,0,0
q06227300,doc062200104927,0,0
q06227300,doc062200106394,0,0
q06227300,doc062200117407,0,0
q06227300,doc062200105335,0,0
q06227300,doc062200200548,0,0
q06227300,doc062200116498,0,0
q06227300,doc062200113743,0,0
q06227300,doc062200116550,0,0
q06227300,doc062200110098,1,0
q06227300,doc062200116275,0,0
q06227300,doc062200210217,0,0
q0622984,doc062200201351,1,0
q0622984,doc062200116305,0,0
q0622984,doc062200109697,0,0
q0622984,doc062200203646,2,0
q0622984,doc062200103717,0,0
q0622984,doc062200207496,0,0
q0622984,doc062200108946,0,0
q0622984,doc062200101503,0,0
q0622984,doc062200203934,1,0
q0622984,doc062200111331,0,0
q0622984,doc062200203958,0,0
q0622984,doc062200200062,0,0
q0622984,doc062200113693,0,0
q0622984,doc062200109866,0,0
q06221127,doc062200203840,0,0
q06221127,doc062200209799,0,0
q06221127,doc062200111014,0,0
q06221127,doc062200200550,0,0
q06221127,doc062200115762,0,0
q06221127,doc062200206824,0,0
q06221127,doc062200204424,0,0
q06221127,doc062200205122,1,0
q06221127,doc062200114269,2,0
q06221127,doc062200201343,0,0
q06221127,doc062200201425,1,0
q06221127,doc062200203247,1,0
q06221127,doc062200104824,1,0
q06221138,doc062200107018,0,0
q06221138,doc062200106693,0,0
q06221138,doc062200116216,0,0
q06221138,doc062200100697,0,0
q06221138,doc062200108646,0,0
q06221138,doc062200211354,0,0
q06221138,doc062200203985,2,0
q06221138,doc062200209920,0,0
q06221138,doc062200205754,0,0
q06221138,doc062200103414,1,0
q06221138,doc062200203441,0,0
q06221138,doc062200200456,1,0
q06221138,doc062200202709,1,0
q06221138,doc062200104708,0,0
q06221204,doc062200115202,2,0
q06221204,doc062200201004,0,0
q06221204,doc062200112186,0,0
q06221204,doc062200116725,0,0
q06221204,doc062200107376,0,0
q06221204,doc062200208315,0,0
q06221204,doc062200206300,2,0
q06221204,doc062200107053,0,0
q06221204,doc062200209780,1,0
q06221204,doc062200102642,0,0
q06221247,doc062200108525,1,0
q06221247,doc062200104801,0,0
q06221247,doc062200107270,1,0
q06221247,doc062200115721,0,0
q06221247,doc062200204103,1,0
q06221247,doc062200207075,1,0
q06221247,doc062200114150,0,0
q06221247,doc062200105886,1,0
q06221247,doc062200102216,0,0
q06221247,doc062200114483,0,0
q06221247,doc062200210265,0,0
q062210665,doc062200101524,0,0
q062210665,doc062200208741,0,0
q062210665,doc062200106129,0,0
q062210665,doc062200205830,0,0
q062210665,doc062200201814,1,0
q062210665,doc062200207199,0,0
q062210665,doc062200110041,0,0
q062210665,doc062200106451,0,0
q06221312,doc062200101663,1,0
q06221312,doc062200100041,1,0
q06221312,doc062200110554,1,0
q06221312,doc062200201225,0,0
q06221312,doc062200111052,1,0
q06221312,doc062200111415,1,0
q06221312,doc062200108501,1,0
q06221312,doc062200204889,0,0
q06221312,doc062200200454,0,0
q06221312,doc062200200862,0,0
q06221312,doc062200104276,1,0
q06221312,doc062200205703,0,0
q06221312,doc062200108962,0,0
q06221322,doc062200108299,1,0
q06221322,doc062200110986,0,0
q06221322,doc062200201223,0,0
q06221322,doc062200106879,0,0
q06221322,doc062200205378,0,0
q06221322,doc062200206450,1,0
q06221322,doc062200103044,0,0
q06221322,doc062200209715,1,0
q06221322,doc062200200245,1,0
q06221322,doc062200207425,1,0
q06221322,doc062200116582,1,0
q06221322,doc062200202706,2,0
q06221322,doc062200114410,0,0
q06221322,doc062200105004,1,0
q06221322,doc062200201532,0,0
q06221340,doc062200112582,0,0
q06221340,doc062200202406,0,0
q06221340,doc062200114609,0,0
q06221340,doc062200108512,2,0
q06221340,doc062200200515,0,0
q06221340,doc062200110164,0,0
q06221340,doc062200111758,0,0
q06221340,doc062200102656,2,0
q06221340,doc062200109777,0,0
q06221340,doc062200206474,0,0
q06221340,doc062200108554,0,0
q06221340,doc062200207349,1,0
q06221340,doc062200104618,0,0
q062213817,doc062200112011,0,0
q062213817,doc062200104801,1,0
q062213817,doc062200203844,1,0
q062213817,doc062200116249,0,0
q062213817,doc062200208331,1,0
q062213817,doc062200207992,0,0
q062213817,doc062200108129,0,0
q062213817,doc062200206972,0,0
q062213817,doc062200211274,0,0
q06221466,doc062200206201,0,0
q06221466,doc062200115030,1,0
q06221466,doc062200100472,1,0
q06221466,doc062200106893,1,0
q06221466,doc062200200382,0,0
q06221466,doc062200206515,0,0
q06221466,doc062200106643,0,0
q06221466,doc062200111066,0,0
q06221466,doc062200201924,2,0
q06221466,doc062200205139,0,0
q06227838,doc062200208161,1,0
q06227838,doc062200205252,1,0
q06227838,doc062200103278,2,0
q06227838,doc062200210067,0,0
q06221552,doc062200115792,0,0
q06221552,doc062200116244,0,0
q06221552,doc062200113010,0,0
q06221552,doc062200104294,0,0
q06221552,doc062200208252,2,0
q06221552,doc062200102083,0,0
q06221552,doc062200211012,2,0
q06221552,doc062200101932,0,0
q06221552,doc062200108809,2,0
q06221552,doc062200203451,0,0
q06221574,doc062200100140,0,0
q06221574,doc062200101937,0,0
q06221574,doc062200116155,0,0
q06221574,doc062200113845,0,0
q06221574,doc062200101627,0,0
q06221574,doc062200105949,0,0
q06221574,doc062200110867,1,0
q06221574,doc062200116951,0,0
q06221574,doc062200202373,0,0
q06221574,doc062200205296,0,0
q06221574,doc062200207618,0,0
q06221574,doc062200106840,2,0
q06221574,doc062200104318,0,0
q06221574,doc062200116107,0,0
q06221574,doc062200205324,0,0
q06221574,doc062200106851,0,0
q06221711,doc062200112350,0,0
q06221711,doc062200201472,2,0
q06221711,doc062200109075,0,0
q06221711,doc062200105099,0,0
q06221711,doc062200201019,0,0
q06221711,doc062200103349,0,0
q06221711,doc062200112463,0,0
q06221711,doc062200106946,0,0
q06221711,doc062200208218,1,0
q06221711,doc062200202169,1,0
q06221714,doc062200113843,0,0
q06221714,doc062200102396,0,0
q06221714,doc062200203177,0,0
q06221714,doc062200107708,0,0
q06221714,doc062200204357,0,0
q06221714,doc062200201446,0,0
q06221714,doc062200103914,0,0
q06221714,doc062200113908,0,0
q06221714,doc062200101562,0,0
q06221714,doc062200115873,0,0
q06221714,doc062200100156,0,0
q06221714,doc062200112483,0,0
q06221714,doc062200201302,0,0
q06221714,doc062200206652,0,0
q06221714,doc062200200309,0,0
q06221714,doc062200205547,0,0
q06221714,doc062200203093,0,0
q06221714,doc062200205991,0,0
q06221714,doc062200113697,0,0
q06221714,doc062200102316,0,0
q06221714,doc062200116782,0,0
q06221714,doc062200105919,0,0
q06221714,doc062200206180,0,0
q06221714,doc062200105519,0,0
q06221714,doc062200201196,0,0
q06221714,doc062200105804,0,0
q06221714,doc062200115557,0,0
q06221714,doc062200103774,0,0
q06221714,doc062200114128,0,0
q06221714,doc062200111824,0,0
q06221714,doc062200114404,0,0
q06221714,doc062200110162,0,0
q06221714,doc062200211277,0,0
q06221714,doc062200206508,0,0
q06221716,doc062200105804,0,0
q06221716,doc062200107796,1,0
q06221716,doc062200203561,1,0
q06221716,doc062200203177,0,0
q06221716,doc062200103878,0,0
q06221716,doc062200211277,0,0
q06221716,doc062200204357,0,0
q06221716,doc062200206508,0,0
q06221716,doc062200201862,0,0
q06221716,doc062200209962,0,0
q06221714,doc062200208738,0,0
q06221714,doc062200110894,0,0
q06221714,doc062200104430,0,0
q06221714,doc062200115671,0,0
q06221714,doc062200209574,1,0
q06221714,doc062200101115,0,0
q06221714,doc062200100924,0,0
q06221714,doc062200206264,0,0
q06221714,doc062200203924,0,0
q06221714,doc062200209209,1,0
q06221714,doc062200113875,0,0
q06221714,doc062200112914,0,0
q06221714,doc062200106656,0,0
q06221714,doc062200108935,0,0
q06221737,doc062200113058,0,0
q06221737,doc062200202629,1,0
q06221737,doc062200209318,0,0
q06221737,doc062200112542,0,0
q06221737,doc062200109150,0,0
q06221737,doc062200109844,0,0
q06221737,doc062200102637,0,0
q06221737,doc062200210472,1,0
q06221737,doc062200100915,0,0
q06221737,doc062200113863,0,0
q06221737,doc062200117334,0,0
q06221898,doc062200116495,0,0
q06221898,doc062200115440,2,0
q06221898,doc062200103547,0,0
q06221898,doc062200209172,0,0
q06221898,doc062200105208,0,0
q06221898,doc062200203973,0,0
q06221898,doc062200201040,0,0
q06221898,doc062200102283,0,0
q06221898,doc062200207252,0,0
q06221898,doc062200116969,0,0
q06221898,doc062200201452,0,0
q06221949,doc062200202832,1,0
q06221949,doc062200113783,0,0
q06221949,doc062200211020,0,0
q06221949,doc062200105042,0,0
q06221949,doc062200211244,0,0
q06221949,doc062200103952,0,0
q06221949,doc062200109251,2,0
q06221949,doc062200101314,0,0
q06221949,doc062200116934,0,0
q06221949,doc062200100993,0,0
q06221949,doc062200211719,0,0
q06221949,doc062200208363,0,0
q06222030,doc062200114827,0,0
q06222030,doc062200203070,0,0
q06222030,doc062200107459,0,0
q06222030,doc062200201069,1,0
q06222030,doc062200114129,1,0
q06222030,doc062200209048,0,0
q06222030,doc062200103354,0,0
q06222030,doc062200111847,0,0
q06222030,doc062200206970,1,0
q06222030,doc062200115516,1,0
q06222030,doc062200105617,0,0
q06222030,doc062200211651,1,0
q06222030,doc062200108223,0,0
q06222030,doc062200115361,1,0
q06222030,doc062200204209,0,0
q06222030,doc062200109142,0,0
q06222030,doc062200102012,0,0
q06222030,doc062200210188,1,0
q06222030,doc062200111707,0,0
q06222030,doc062200115216,0,0
q06222030,doc062200114335,0,0
q06222030,doc062200204821,0,0
q06222030,doc062200102453,0,0
q06222030,doc062200103001,0,0
q06225141,doc062200206335,0,0
q06225141,doc062200209133,1,0
q06225141,doc062200103646,1,0
q06225141,doc062200108879,0,0
q06225141,doc062200108981,0,0
q06225141,doc062200204989,0,0
q06225141,doc062200112440,1,0
q06225141,doc062200107781,0,0
q06222138,doc062200107645,0,0
q06222138,doc062200113167,0,0
q06222138,doc062200205799,0,0
q06222138,doc062200201998,2,0
q06222138,doc062200209639,0,0
q06222138,doc062200211106,0,0
q06222138,doc062200106389,1,0
q06222138,doc062200100545,0,0
q06222138,doc062200105228,0,0
q06222138,doc062200113743,0,0
q062221194,doc062200115661,0,0
q062221194,doc062200206040,0,0
q062221194,doc062200110824,0,0
q062221194,doc062200112772,0,0
q062221194,doc062200110599,0,0
q062221194,doc062200206881,1,0
q062221194,doc062200204565,1,0
q062221194,doc062200110067,0,0
q062221194,doc062200210021,0,0
q062221320,doc062200105213,0,0
q062221320,doc062200105335,0,0
q062221320,doc062200209780,0,0
q06222307,doc062200202284,0,0
q06222307,doc062200106034,0,0
q06222307,doc062200116610,1,0
q06222307,doc062200206397,0,0
q06222307,doc062200202604,2,0
q06222307,doc062200204057,1,0
q06222307,doc062200103553,1,0
q06222307,doc062200101811,1,0
q06222307,doc062200204380,0,0
q06222307,doc062200201677,0,0
q06222331,doc062200211313,0,0
q06222331,doc062200210784,0,0
q06222331,doc062200113038,0,0
q06222331,doc062200210084,1,0
q06222331,doc062200112451,0,0
q06222331,doc062200114369,0,0
q06222331,doc062200210297,0,0
q06222331,doc062200203807,0,0
q06222331,doc062200107376,0,0
q06222331,doc062200101401,2,0
q06222449,doc062200113034,1,0
q06222449,doc062200102981,1,0
q06222449,doc062200203725,1,0
q06222449,doc062200107924,1,0
q06222449,doc062200102183,0,0
q06222449,doc062200112865,1,0
q06222449,doc062200206873,1,0
q06222449,doc062200205618,0,0
q06222449,doc062200207114,0,0
q06222449,doc062200104423,0,0
q06225642,doc062200110102,0,0
q06225642,doc062200108994,2,0
q06225642,doc062200200254,0,0
q06225642,doc062200200009,0,0
q06225642,doc062200208258,0,0
q06225642,doc062200106210,0,0
q06225642,doc062200110362,0,0
q06225642,doc062200100585,0,0
q06225642,doc062200211108,0,0
q06225642,doc062200106528,0,0
q06225642,doc062200205083,1,0
q06225642,doc062200203323,0,0
q06222532,doc062200104120,0,0
q06222532,doc062200100506,0,0
q06222532,doc062200202820,1,0
q06222532,doc062200115450,0,0
q06222532,doc062200107690,1,0
q06222532,doc062200116780,0,0
q06222532,doc062200204217,1,0
q06222532,doc062200208243,1,0
q06222532,doc062200105262,0,0
q06222532,doc062200204893,1,0
q06222532,doc062200201411,0,0
q06222539,doc062200102383,0,0
q06222539,doc062200106526,0,0
q06222539,doc062200101843,0,0
q06222539,doc062200100922,0,0
q06222539,doc062200201528,0,0
q06222539,doc062200104019,1,0
q06222539,doc062200114303,0,0
q06222539,doc062200101197,0,0
q06222539,doc062200106210,0,0
q06222539,doc062200109054,2,0
q06222539,doc062200108009,0,0
q06222539,doc062200117143,0,0
q06222539,doc062200100076,0,0
q06222539,doc062200200034,1,0
q06222539,doc062200107552,0,0
q06222539,doc062200201109,0,0
q06222539,doc062200108209,0,0
q06222539,doc062200113690,0,0
q06228774,doc062200106528,0,0
q06228774,doc062200100212,0,0
q06228774,doc062200113987,0,0
q06228774,doc062200208258,0,0
q06228774,doc062200209188,0,0
q06228774,doc062200115894,0,0
q06228774,doc062200107058,1,0
q06228774,doc062200108198,0,0
q06228774,doc062200105484,0,0
q06228774,doc062200100044,0,0
q06228774,doc062200106210,0,0
q06228774,doc062200210393,0,0
q06228774,doc062200114299,0,0
q06228774,doc062200112999,2,0
q06228774,doc062200207779,0,0
q06228774,doc062200116832,0,0
q06228774,doc062200200034,0,0
q06228774,doc062200113690,0,0
q06228774,doc062200210544,0,0
q06222559,doc062200202417,0,0
q06222559,doc062200104014,0,0
q06222559,doc062200115081,0,0
q06222559,doc062200107109,0,0
q06222559,doc062200211191,1,0
q06222559,doc062200101561,1,0
q06222559,doc062200104997,0,0
q06222559,doc062200110730,0,0
q06222559,doc062200117195,2,0
q06222559,doc062200208202,1,0
q06222559,doc062200206051,0,0
q06222559,doc062200108205,0,0
q06222559,doc062200205092,0,0
q06222573,doc062200105681,0,0
q06222573,doc062200206238,0,0
q06222573,doc062200103559,0,0
q06222573,doc062200112977,0,0
q06222573,doc062200113782,0,0
q06222573,doc062200102169,1,0
q06222573,doc062200113556,0,0
q06222573,doc062200117187,0,0
q06222573,doc062200210221,0,0
q06222573,doc062200207879,0,0
q06222625,doc062200114719,0,0
q06222625,doc062200209322,1,0
q06222625,doc062200109701,0,0
q06222625,doc062200209801,0,0
q06222625,doc062200110739,0,0
q06222625,doc062200107466,1,0
q06222625,doc062200110112,0,0
q06222625,doc062200105673,1,0
q06222625,doc062200203567,0,0
q06222651,doc062200109423,0,0
q06222651,doc062200102374,0,0
q06222651,doc062200111555,2,0
q06222651,doc062200100123,1,0
q06222651,doc062200210342,0,0
q06222651,doc062200116950,0,0
q06222651,doc062200116841,0,0
q06222651,doc062200103047,2,0
q06222700,doc062200114520,1,0
q06222700,doc062200205416,0,0
q06222700,doc062200101312,0,0
q06222700,doc062200105420,0,0
q06222700,doc062200116642,0,0
q06222700,doc062200203068,0,0
q06222700,doc062200211535,0,0
q06222700,doc062200102705,0,0
q06222700,doc062200210011,0,0
q06222700,doc062200111340,0,0
q06222700,doc062200106384,1,0
q06222700,doc062200205768,0,0
q06222700,doc062200100734,0,0
q06222700,doc062200104762,1,0
q06222700,doc062200202661,0,0
q06222700,doc062200107452,2,0
q062215456,doc062200105998,1,0
q062215456,doc062200208883,0,0
q062215456,doc062200105392,0,0
q062215456,doc062200211524,1,0
q062215456,doc062200209647,0,0
q062215456,doc062200114040,0,0
q062215456,doc062200111708,1,0
q062215456,doc062200210003,1,0
q062215456,doc062200110549,2,0
q062215456,doc062200206688,0,0
q06228950,doc062200111161,0,0
q06228950,doc062200202214,0,0
q06228950,doc062200109106,1,0
q06228950,doc062200117408,0,0
q06228950,doc062200107417,1,0
q06228950,doc062200109131,0,0
q06228950,doc062200204311,1,0
q06228950,doc062200205436,0,0
q06228950,doc062200105614,0,0
q06228950,doc062200204161,0,0
q062212207,doc062200116808,0,0
q062212207,doc062200107651,0,0
q062212207,doc062200206893,1,0
q062212207,doc062200209833,0,0
q062212207,doc062200116276,0,0
q062212207,doc062200205785,0,0
q062212207,doc062200106869,0,0
q062212207,doc062200101469,0,0
q062212207,doc062200109203,0,0
q06222852,doc062200204886,0,0
q06222852,doc062200201634,1,0
q06222852,doc062200210329,2,0
q06222852,doc062200201534,2,0
q06222852,doc062200103805,0,0
q06222852,doc062200202911,1,0
q06222852,doc062200211157,1,0
q06222852,doc062200116287,1,0
